Region,BeginDate,Income ($)
World,1730-2010,9000
Mozambique,1950,11600
World,1730-2010,6500
Nicaragua,1930,6500
World,1730-2010,9000
Albania,1930,3100
Turkmenistan,1950,11600
Albania,1930,9300
Sint Maarten (Dutch part),1960,6500
East Timor,1960,5400
Saint Vincent And The Grenadines,1970,17200
World,1730-2010,9300
United States,1950,9300
World,1730-2010,9300
Anguilla,1900,9000
Svalbard And Jan Mayen Islands,1970,5400
World,1730-2010,11600
Myanmar,1960,17200
Tajikistan,1960,17200
Philippines,1960,9000
World,1730-2010,25800
Cayman Islands,1970,17200
Czech Republic,1970,9300
Namibia,1960,5400
Italy,1930,22200
Ethiopia,1960,9300
Hungary,1890,9300
Germany,1890,9300
World,1730-2010,17200
World,1730-2010,11600
Guam,1970,9300
Haiti,1960,9300
Morocco,1930,17200
Jamaica,1970,9000
El Salvador,1940,22200
France,1930,11600
Congo The Democratic Republic Of The,1900,22200
World,1730-2010,20900
Switzerland,1940,9000
World,1730-2010,25800
World,1730-2010,22200
World,1730-2010,9000
Norway,1920,9000
Svalbard And Jan Mayen Islands,1960,6500
San Marino,1930,25800
Australia,1960,20900
Myanmar,1970,9300
Greece,1930,20900
World,1730-2010,9300
French Polynesia,1960,17200
Puerto Rico,1970,11600
Nauru,1980,5400
World,1730-2010,6500
World,1730-2010,5400
World,1730-2010,24100
Macedonia,1900,9300
World,1730-2010,9300
World,1730-2010,9000
World,1730-2010,9000
World,1730-2010,9300
Congo,1970,34400
Australia,1950,38600
Haiti,1960,3100
Sao Tome and Principe,1950,42800
Solomon Islands,1960,9300
Moldova,1960,34700
Latvia,1940,22200
Cambodia,1950,9300
Kuwait,1960,11600
Papua new Guinea,1960,17200
Iran,1920,24100
Uruguay,1950,42800
World,1730-2010,25800
Lithuania,1930,34400
Guam,1960,24100
World,1730-2010,9300
World,1730-2010,20900
World,1730-2010,11600
World,1730-2010,24100
World,1730-2010,9300
World,1730-2010,9000
World,1730-2010,20900
Tajikistan,1940,11600
World,1730-2010,6500
Saint Kitts And Nevis,1860,25800
World,1730-2010,3100
Brazil,1860,9300
World,1730-2010,11600
Georgia,1970,9300
World,1730-2010,22200
World,1730-2010,12400
Cocos (Keeling) Islands,1980,5400
World,1730-2010,34700
World,1730-2010,6500
American Samoa,1920,20900
Saint-Martin (French part),1880,9300
Bhutan,1950,9000
Anguilla,1960,12400
Chile,1870,11600
World,1730-2010,12400
World,1730-2010,9300
Poland,1960,5400
Antigua And Barbuda,1970,12400
Western Sahara,1940,9000
Paraguay,1950,20900
World,1730-2010,11600
World,1730-2010,11600
Bermuda,1940,12400
Namibia,1970,3100
Djibouti,1950,25800
World,1730-2010,9300
Estonia,1970,25800
Bangladesh,1880,17200
World,1730-2010,9000
World,1730-2010,20900
Equatorial Guinea,1970,34400
World,1730-2010,9000
World,1730-2010,11600
Peru,1940,20900
Colombia,1920,17200
World,1730-2010,9000
World,1730-2010,34400
Western Sahara,1980,34400
Liechtenstein,1960,5400
Malta,1950,12400
World,1730-2010,12400
World,1730-2010,6500
World,1730-2010,5400
Lithuania,1970,25800
Dominican Republic,1950,17200
Belgium,1980,17200
World,1730-2010,9000
World,1730-2010,25800
Vanuatu,1920,20900
Micronesia,1980,3100
Honduras,1970,17200
Mauritania,1970,9000
Georgia,1970,39500
World,1730-2010,20900
Montenegro,1970,9300
Congo,1970,42800
World,1730-2010,9300
Mali,1890,5400
Kenya,1930,24100
World,1730-2010,39500
Hungary,1930,9000
Qatar,1960,42800
Svalbard And Jan Mayen Islands,1940,12400
New Zealand,1960,39500
World,1730-2010,34400
Saint Pierre and Miquelon,1920,6500
Turkmenistan,1940,6500
Saudi Arabia,1920,5400
Saint Kitts And Nevis,1900,6500
Djibouti,1920,24100
Cuba,1950,17200
World,1730-2010,9300
World,1730-2010,9300
Mayotte,1950,5400
Rwanda,1940,20900
Gambia The,1880,5400
World,1730-2010,11600
Chad,1900,22200
World,1730-2010,25800
Gambia The,1910,39500
World,1730-2010,3100
World,1730-2010,17200
Fiji Islands,1940,6500
World,1730-2010,20900
World,1730-2010,24100
World,1730-2010,9000
Tonga,1890,25800
Oman,1900,9000
Qatar,1930,5400
World,1730-2010,17200
World,1730-2010,3100
World,1730-2010,9300
Ecuador,1930,9300
New Caledonia,1970,9300
World,1730-2010,22200
World,1730-2010,5400
World,1730-2010,6500
World,1730-2010,12400
Malaysia,1970,20900
World,1730-2010,38600
Samoa,1940,6500
Norfolk Island,1890,9300
Mayotte,1900,12400
World,1730-2010,9300
Senegal,1960,5400
British Indian Ocean Territory,1940,12400
Uzbekistan,1970,5400
World,1730-2010,17200
World,1730-2010,24100
Mali,1950,12400
World,1730-2010,6500
World,1730-2010,20900
World,1730-2010,6500
Panama,1810,9000
World,1730-2010,9000
World,1730-2010,9000
Northern Mariana Islands,1960,9000
World,1730-2010,24100
World,1730-2010,12400
French Guiana,1940,11600
World,1730-2010,3100
World,1730-2010,9300
Brunei,1900,12400
World,1730-2010,42800
Equatorial Guinea,1900,17200
Iraq,1950,17200
World,1730-2010,12400
World,1730-2010,17200
Mexico,1900,12400
Gambia The,1970,9300
Israel,1910,9000
World,1730-2010,22200
South Africa,1970,5400
Slovakia,1970,9300
Colombia,1970,11600
World,1730-2010,20900
World,1730-2010,6500
World,1730-2010,9300
Cameroon,1950,22200
Qatar,1930,12400
World,1730-2010,6500
Comoros,1970,9300
World,1730-2010,9300
Bahrain,1940,9300
Namibia,1890,6500
Saint-Martin (French part),1900,12400
World,1730-2010,22200
World,1730-2010,34400
Niue,1970,24100
Cambodia,1970,5400
Hungary,1970,34400
Suriname,1970,9000
World,1730-2010,12400
Martinique,1970,9300
World,1730-2010,22200
World,1730-2010,9300
Mozambique,1970,11600
World,1730-2010,24100
Sudan,1960,12400
Libya,1970,6500
World,1730-2010,9300
World,1730-2010,34400
Liechtenstein,1970,12400
World,1730-2010,24100
World,1730-2010,12400
Switzerland,1970,11600
Mali,1960,9300
Poland,1920,9300
Romania,1930,11600
World,1730-2010,9000
Fiji Islands,1940,9300
Virgin Islands (British),1940,6500
World,1730-2010,12400
World,1730-2010,25800
Cook Islands,1950,9300
Brazil,1940,5400
Kenya,1970,20900
French Polynesia,1950,9000
World,1730-2010,20900
Costa Rica,1970,9000
Romania,1940,9000
Saint Vincent And The Grenadines,1940,9300
World,1730-2010,25800
Cote D'Ivoire (Ivory Coast),1960,9000
Gambia The,1970,24100
Venezuela,1970,9300
World,1730-2010,34400
Hong Kong S.A.R.,1950,20900
Finland,1950,6500
Russia,1960,20900
Turks And Caicos Islands,1980,9300
Australia,1960,25800
Guadeloupe,1970,20900
Sudan,1970,9000
Fiji Islands,1870,9000
World,1730-2010,3100
World,1730-2010,20900
Libya,1890,12400
World,1730-2010,11600
Ghana,1940,9300
Guatemala,1960,9300
Guadeloupe,1900,11600
Sint Maarten (Dutch part),1950,12400
Turkmenistan,1940,17200
Guadeloupe,1940,22200
World,1730-2010,17200
Belgium,1980,17200
Croatia (Hrvatska),1930,12400
World,1730-2010,6500
Bahrain,1970,12400
Dominica,1970,11600
Montserrat,1980,6500
Bahrain,1960,17200
World,1730-2010,6500
World,1730-2010,11600
Bolivia,1920,6500
Wallis And Futuna Islands,1920,9300
World,1730-2010,9000
World,1730-2010,9300
Botswana,1890,20900
Tanzania,1970,22200
Iran,1820,6500
World,1730-2010,9300
Portugal,1890,24100
World,1730-2010,11600
World,1730-2010,9000
Curaçao,1940,6500
Reunion,1960,38600
Palau,1880,5400
World,1730-2010,9000
Iran,1920,17200
Syria,1920,9300
Congo The Democratic Republic Of The,1940,9000
Guyana,1940,11600
World,1730-2010,39500
Guam,1950,25800
Azerbaijan,1950,9300
Georgia,1910,6500
French Polynesia,1930,3100
World,1730-2010,34700
World,1730-2010,9300
World,1730-2010,6500
Zambia,1930,9000
Monaco,1930,12400
Yemen,1940,9300
Uzbekistan,1940,6500
World,1730-2010,20900
Serbia,1910,11600
Bhutan,1960,17200
Suriname,1970,17200
World,1730-2010,9300
World,1730-2010,24100
Greece,1950,20900
United Arab Emirates,1950,24100
Slovenia,1960,9000
Libya,1960,9300
World,1730-2010,9300
French Polynesia,1950,20900
Georgia,1940,9000
Western Sahara,1950,11600
Latvia,1950,11600
Guinea-Bissau,1950,25800
Myanmar,1950,3100
World,1730-2010,11600
World,1730-2010,20900
Czech Republic,1940,25800
Colombia,1970,11600
United Kingdom,1950,5400
El Salvador,1940,9000
Antigua And Barbuda,1940,9000
World,1730-2010,9000
Montserrat,1970,34400
El Salvador,1940,22200
New Zealand,1970,34700
Japan,1950,9300
World,1730-2010,5400
Argentina,1940,25800
Turkey,1920,5400
China,1970,9300
Vietnam,1940,12400
Palau,1960,6500
World,1730-2010,12400
French Polynesia,1940,17200
World,1730-2010,9300
World,1730-2010,9300
World,1730-2010,9000
Rwanda,1940,9000
Anguilla,1950,20900
Mexico,1960,24100
Colombia,1940,20900
Croatia (Hrvatska),1970,9300
Haiti,1970,22200
World,1730-2010,9000
Dominica,1930,5400
World,1730-2010,22200
World,1730-2010,17200
World,1730-2010,20900
World,1730-2010,9000
World,1730-2010,17200
World,1730-2010,11600
Congo,1860,5400
Cook Islands,1860,20900
World,1730-2010,34400
World,1730-2010,5400
Yemen,1930,11600
World,1730-2010,20900
Nicaragua,1960,9300
Puerto Rico,1950,6500
World,1730-2010,5400
Switzerland,1950,6500
World,1730-2010,11600
Bahrain,1970,11600
World,1730-2010,25800
World,1730-2010,6500
World,1730-2010,6500
Guatemala,1930,6500
World,1730-2010,9300
World,1730-2010,6500
World,1730-2010,12400
World,1730-2010,11600
World,1730-2010,5400
Myanmar,1970,9300
Spain,1900,9000
Mayotte,1910,11600
Portugal,1920,34400
Kosovo,1960,9000
Haiti,1920,34700
Puerto Rico,1940,20900
Nicaragua,1930,12400
Egypt,1930,20900
Saudi Arabia,1930,22200
Belgium,1940,9000
World,1730-2010,12400
Maldives,1940,9300
Bahrain,1940,22200
Ghana,1930,6500
World,1730-2010,22200
Spain,1940,22200
Vanuatu,1950,17200
Kosovo,1850,34400
Ukraine,1950,9300
World,1730-2010,9300
United States,1910,22200
Nauru,1940,17200
Armenia,1910,5400
Swaziland,1910,25800
World,1730-2010,9000
Hungary,1960,6500
"Bonaire, Sint Eustatius and Saba",1900,25800
Brunei,1970,25800
Montserrat,1950,11600
Man (Isle of),1880,6500
Saint Helena,1970,24100
Cuba,1890,12400
Sri Lanka,1970,25800
Guam,1940,38600
Kuwait,1970,9300
Pitcairn Island,1920,11600
Kuwait,1940,20900
World,1730-2010,24100
Seychelles,1940,22200
Puerto Rico,1920,9000
French Guiana,1920,9300
Cook Islands,1890,9300
Reunion,1870,20900
World,1730-2010,12400
World,1730-2010,3100
World,1730-2010,12400
World,1730-2010,9000
World,1730-2010,6500
Georgia,1890,17200
Cook Islands,1880,9300
Togo,1890,17200
Mayotte,1890,9000
World,1730-2010,11600
Cuba,1880,11600
World,1730-2010,6500
Syria,1890,12400
Afghanistan,1880,6500
World,1730-2010,38600
World,1730-2010,9000
World,1730-2010,9300
New Caledonia,1960,9300
British Indian Ocean Territory,1960,5400
France,1910,12400
Singapore,1940,42800
Oman,1900,12400
World,1730-2010,25800
Libya,1890,12400
United States,1920,9300
Mongolia,1930,20900
World,1730-2010,9300
World,1730-2010,11600
United States,1970,17200
Kosovo,1970,9000
Bahamas The,1910,17200
Sri Lanka,1890,6500
World,1730-2010,20900
World,1730-2010,24100
World,1730-2010,3100
Belgium,1930,9000
World,1730-2010,5400
Iran,1930,34700
Peru,1880,38600
World,1730-2010,9300
World,1730-2010,20900
Turkey,1950,11600
Portugal,1960,9300
Macau S.A.R.,1940,34400
Madagascar,1940,25800
World,1730-2010,12400
World,1730-2010,20900
World,1730-2010,43100
Bolivia,1930,20900
Luxembourg,1940,9300
Sint Maarten (Dutch part),1920,9300
World,1730-2010,6500
Luxembourg,1950,12400
Sweden,1940,24100
World,1730-2010,11600
Mauritius,1900,9000
World,1730-2010,9300
Yemen,1940,6500
Uganda,1940,9300
World,1730-2010,20900
Colombia,1910,34400
Moldova,1910,20900
Estonia,1930,38600
Luxembourg,1910,5400
Kosovo,1950,17200
Turkmenistan,1940,17200
Germany,1940,12400
Niger,1950,9300
Vietnam,1960,20900
Kyrgyzstan,1950,12400
Netherlands The,1960,11600
World,1730-2010,17200
New Caledonia,1970,22200
French Southern Territories,1950,9000
Bahrain,1970,9300
World,1730-2010,12400
Taiwan,1890,24100
Jamaica,1890,3100
Ghana,1970,12400
Indonesia,1940,20900
Uganda,1960,20900
Armenia,1950,6500
Cameroon,1890,22200
World,1730-2010,24100
World,1730-2010,17200
World,1730-2010,34400
World,1730-2010,12400
Israel,1890,9300
South Africa,1900,11600
Saint-Martin (French part),1880,43100
Belarus,1910,11600
Dominica,1900,20900
Madagascar,1910,3100
World,1730-2010,20900
Liechtenstein,1890,9300
World,1730-2010,24100
Burkina Faso,1900,9300
Ecuador,1880,9000
World,1730-2010,9300
World,1730-2010,5400
World,1730-2010,5400
Guam,1920,17200
Tunisia,1960,3100
Western Sahara,1970,9300
World,1730-2010,9300
Saint Kitts And Nevis,1900,24100
Djibouti,1940,17200
Kuwait,1970,9300
Greece,1900,9300
World,1730-2010,3100
France,1970,17200
World,1730-2010,9000
World,1730-2010,34700
Marshall Islands,1880,9300
Cuba,1880,9000
Aland Islands,1970,12400
Lesotho,1960,9000
Colombia,1940,9300
Hong Kong S.A.R.,1940,6500
World,1730-2010,34700
Chad,1960,12400
World,1730-2010,9000
Aland Islands,1890,11600
World,1730-2010,22200
World,1730-2010,11600
World,1730-2010,20900
Tunisia,1910,24100
Qatar,1920,9000
Lesotho,1950,9000
Netherlands The,1940,6500
Paraguay,1930,24100
Bermuda,1960,11600
Papua new Guinea,1920,43100
Latvia,1950,25800
World,1730-2010,5400
Saudi Arabia,1920,9000
Finland,1920,9300
Western Sahara,1930,11600
Haiti,1930,45500
Trinidad And Tobago,1920,11600
Pakistan,1920,12400
Lebanon,1970,25800
Egypt,1960,9000
Spain,1900,17200
Australia,1940,6500
Lithuania,1930,6500
Northern Mariana Islands,1900,5400
World,1730-2010,3100
Ghana,1950,12400
France,1940,25800
Curaçao,1950,12400
Ghana,1960,20900
Svalbard And Jan Mayen Islands,1970,11600
World,1730-2010,6500
Moldova,1910,9000
Senegal,1970,11600
Saint Kitts And Nevis,1970,5400
World,1730-2010,25800
Liberia,1900,22200
World,1730-2010,20900
French Southern Territories,1930,9300
Ukraine,1950,9300
World,1730-2010,5400
Finland,1950,17200
Seychelles,1960,12400
Libya,1920,6500
World,1730-2010,25800
Algeria,1940,9300
Aland Islands,1890,9000
Turkey,1960,6500
World,1730-2010,9000
Solomon Islands,1930,9300
World,1730-2010,5400
Marshall Islands,1880,11600
Aruba,1950,6500
Macedonia,1970,45500
Estonia,1940,17200
Sao Tome and Principe,1950,5400
Estonia,1950,12400
Botswana,1940,17200
Romania,1950,20900
World,1730-2010,11600
Saint Kitts And Nevis,1920,9300
South Georgia,1950,17200
Iran,1980,11600
Falkland Islands,1960,12400
Costa Rica,1960,12400
World,1730-2010,3100
Egypt,1920,22200
China,1930,9300
Bangladesh,1940,22200
Bermuda,1930,17200
Madagascar,1950,5400
Kenya,1940,9300
Thailand,1930,3100
World,1730-2010,9300
Italy,1930,12400
Tajikistan,1950,34400
Croatia (Hrvatska),1930,9300
Reunion,1920,3100
Faroe Islands,1940,17200
Jamaica,1920,9300
Sweden,1920,6500
Kuwait,1920,9300
Denmark,1930,9300
Malta,1930,9300
Sudan,1940,11600
Lesotho,1920,12400
Cote D'Ivoire (Ivory Coast),1930,24100
World,1730-2010,9000
Kyrgyzstan,1930,9300
Bhutan,1910,9000
Japan,1950,9000
Cyprus,1940,6500
World,1730-2010,9300
Switzerland,1910,22200
Cambodia,1920,12400
Faroe Islands,1930,11600
Faroe Islands,1940,11600
Russia,1940,12400
Armenia,1930,5400
Wallis And Futuna Islands,1920,9000
Italy,1920,9000
Kosovo,1940,9300
World,1730-2010,9000
Laos,1900,11600
Czech Republic,1920,12400
Singapore,1920,11600
Senegal,1930,34700
Saint Pierre and Miquelon,1910,9300
"Bonaire, Sint Eustatius and Saba",1940,3100
French Southern Territories,1920,6500
World,1730-2010,17200
Argentina,1940,9300
Pitcairn Island,1920,17200
Palestinian Territory Occupied,1900,24100
World,1730-2010,6500
Saint-Barthelemy,1900,25800
Belgium,1900,11600
Brazil,1900,9000
World,1730-2010,22200
United States,1900,17200
Comoros,1910,20900
Guadeloupe,1900,9000
Ecuador,1910,6500
Myanmar,1900,20900
Cameroon,1910,34400
World,1730-2010,17200
Guatemala,1910,5400
Haiti,1900,6500
Slovakia,1910,6500
Hong Kong S.A.R.,1920,12400
Czech Republic,1910,20900
Seychelles,1900,3100
World,1730-2010,22200
World,1730-2010,6500
World,1730-2010,42800
Samoa,1920,20900
South Georgia,1940,22200
World,1730-2010,5400
World,1730-2010,6500
Macedonia,1970,25800
Libya,1970,17200
Cook Islands,1970,11600
Venezuela,1940,9000
Malaysia,1900,43100
Bhutan,1920,22200
Nauru,1910,20900
Korea South,1920,3100
Cameroon,1940,17200
Romania,1970,5400
New Caledonia,1930,11600
Dominica,1970,20900
Kosovo,1930,5400
World,1730-2010,6500
World,1730-2010,17200
Hungary,1940,11600
Hong Kong S.A.R.,1950,20900
World,1730-2010,12400
Christmas Island,1930,5400
Macau S.A.R.,1960,11600
Guatemala,1850,17200
World,1730-2010,9000
Korea North,1920,20900
South Georgia,2000,34700
Kosovo,1970,20900
Finland,1970,6500
Liechtenstein,1920,9300
World,1730-2010,20900
World,1730-2010,9300
Italy,1970,11600
World,1730-2010,20900
Lebanon,1970,9300
Faroe Islands,1930,22200
Japan,1920,12400
Sierra Leone,1970,9000
Bolivia,1940,12400
Bhutan,1960,9300
Guam,1960,9000
World,1730-2010,9300
World,1730-2010,9300
World,1730-2010,9000
Norfolk Island,1940,5400
World,1730-2010,20900
World,1730-2010,9000
Tajikistan,1970,25800
Guatemala,1960,9300
Canada,1920,20900
World,1730-2010,24100
World,1730-2010,5400
China,1940,9000
World,1730-2010,9300
Cook Islands,1970,9000
World,1730-2010,17200
Saudi Arabia,1950,5400
World,1730-2010,9300
Madagascar,1950,9300
World,1730-2010,9300
World,1730-2010,17200
Saint Helena,1920,42800
Iceland,1970,9300
World,1730-2010,11600
World,1730-2010,12400
Niue,1970,22200
Benin,1970,6500
Barbados,1970,25800
"Bonaire, Sint Eustatius and Saba",1920,5400
Finland,1920,11600
Cayman Islands,1960,45500
Costa Rica,1920,20900
Uzbekistan,1900,38600
Liberia,1920,20900
South Georgia,1920,11600
Gambia The,1910,6500
Congo The Democratic Republic Of The,1930,9300
French Polynesia,1940,9300
Saint Pierre and Miquelon,1930,9300
World,1730-2010,20900
World,1730-2010,9000
Guinea-Bissau,1940,11600
Nigeria,1920,5400
World,1730-2010,9000
World,1730-2010,38600
Poland,2010,20900
World,1730-2010,34400
World,1730-2010,17200
Iraq,1950,9000
World,1730-2010,17200
Denmark,1970,34400
World,1730-2010,11600
Kazakhstan,1930,11600
Honduras,1910,9300
World,1730-2010,6500
Tajikistan,1930,5400
Saint Pierre and Miquelon,1970,20900
France,1970,11600
British Indian Ocean Territory,1950,11600
Moldova,1940,11600
World,1730-2010,20900
Reunion,1920,6500
World,1730-2010,20900
Congo The Democratic Republic Of The,1950,20900
Sweden,1950,9000
World,1730-2010,39500
Christmas Island,1970,17200
Uruguay,1950,3100
World,1730-2010,20900
World,1730-2010,6500
Mozambique,1920,9300
East Timor,1930,22200
Egypt,1960,9000
"Bonaire, Sint Eustatius and Saba",1980,9300
World,1730-2010,9300
World,1730-2010,11600
Honduras,1970,9000
Lebanon,1970,5400
World,1730-2010,9300
World,1730-2010,9300
French Polynesia,1950,9000
Guyana,1970,20900
World,1730-2010,34700
Dominica,1980,5400
World,1730-2010,9300
World,1730-2010,6500
Guinea-Bissau,1950,9300
China,1950,17200
Gibraltar,1960,12400
Israel,1930,24100
Virgin Islands (US),1900,42800
World,1730-2010,22200
World,1730-2010,11600
Kyrgyzstan,1960,3100
"Bonaire, Sint Eustatius and Saba",1970,22200
Azerbaijan,1920,43100
World,1730-2010,24100
Sao Tome and Principe,1940,11600
Myanmar,1940,9300
World,1730-2010,9300
World,1730-2010,9300
Vietnam,1920,25800
Seychelles,1960,22200
Mongolia,1970,11600
Myanmar,1950,9000
World,1730-2010,17200
World,1730-2010,9300
Italy,1930,6500
Czech Republic,1920,9300
Saint-Barthelemy,1960,17200
Cyprus,1920,25800
Liberia,1940,9000
East Timor,1950,9000
Tuvalu,1940,17200
Netherlands The,1960,11600
Lithuania,1950,20900
Antigua And Barbuda,1960,9300
Bahamas The,1950,22200
Montenegro,1970,9300
World,1730-2010,20900
Bulgaria,1970,6500
World,1730-2010,25800
World,1730-2010,9000
World,1730-2010,9300
Nauru,1930,24100
World,1730-2010,17200
World,1730-2010,9300
Ethiopia,1860,34700
Moldova,1860,3100
World,1730-2010,12400
Palau,1940,43100
Ecuador,1960,9000
World,1730-2010,9300
Suriname,1970,6500
Pakistan,1960,9000
Cameroon,1970,24100
Guyana,1920,22200
Mayotte,1910,9300
World,1730-2010,9300
Zambia,1830,9300
World,1730-2010,17200
Spain,1940,6500
World,1730-2010,12400
World,1730-2010,6500
Belgium,1910,12400
Lithuania,1970,17200
Slovenia,1980,9300
Iceland,1890,20900
World,1730-2010,6500
Lesotho,1940,9300
Portugal,1960,9000
Tanzania,1930,20900
Cayman Islands,1960,24100
Vatican City State (Holy See),1970,9300
World,1730-2010,22200
Saint Helena,1960,12400
Fiji Islands,1960,22200
Central African Republic,1970,11600
Norfolk Island,1970,9000
Maldives,1950,20900
Serbia,1950,24100
Niue,1970,9300
Bulgaria,1930,39500
World,1730-2010,34400
Israel,1950,6500
Costa Rica,1960,9300
American Samoa,1960,17200
World,1730-2010,12400
Mayotte,1910,22200
Cyprus,1970,9000
World,1730-2010,9000
India,1970,22200
Bhutan,1930,9300
Gambia The,1940,12400
"Bonaire, Sint Eustatius and Saba",1940,9000
Burundi,1930,9000
Malawi,1970,9300
Pitcairn Island,1960,17200
World,1730-2010,11600
Estonia,1930,9300
World,1730-2010,11600
Brunei,1970,9000
New Caledonia,1970,9300
Equatorial Guinea,1960,12400
Tajikistan,1970,3100
World,1730-2010,12400
Italy,1970,9300
Eritrea,1940,9300
Burkina Faso,1940,22200
Grenada,1930,9300
World,1730-2010,9300
Niger,1840,3100
Namibia,1920,9300
Ethiopia,1950,11600
World,1730-2010,42800
Montserrat,1960,22200
World,1730-2010,11600
Spain,1890,9300
Kuwait,1960,34700
Croatia (Hrvatska),1870,45500
Grenada,1930,12400
Saint Pierre and Miquelon,1920,17200
Argentina,1920,6500
World,1730-2010,11600
Estonia,1920,5400
Moldova,1930,9300
World,1730-2010,6500
United States,1970,5400
Kiribati,1920,9300
Fiji Islands,1970,12400
World,1730-2010,20900
Niger,1840,9300
Hong Kong S.A.R.,1920,6500
United Arab Emirates,1900,5400
Christmas Island,1920,20900
India,1930,11600
Honduras,1930,22200
Uzbekistan,1930,9000
World,1730-2010,6500
World,1730-2010,3100
British Indian Ocean Territory,1930,9300
Pitcairn Island,1940,9300
World,1730-2010,20900
"Bonaire, Sint Eustatius and Saba",1920,25800
San Marino,1960,9300
World,1730-2010,22200
Cayman Islands,1940,9300
World,1730-2010,17200
Micronesia,1980,9000
Trinidad And Tobago,1970,9300
Nauru,1980,17200
Malta,1970,38600
World,1730-2010,12400
San Marino,1960,43100
Kosovo,1960,12400
World,1730-2010,9300
World,1730-2010,17200
Kuwait,1960,9300
World,1730-2010,12400
World,1730-2010,9000
Somalia,1980,6500
World,1730-2010,9000
World,1730-2010,5400
World,1730-2010,9300
Sweden,1940,5400
Equatorial Guinea,1970,12400
Indonesia,1970,9000
World,1730-2010,3100
Serbia,1940,24100
World,1730-2010,9000
World,1730-2010,25800
World,1730-2010,5400
Virgin Islands (British),1960,11600
Kuwait,1910,43100
World,1730-2010,11600
Honduras,1940,20900
World,1730-2010,9300
Latvia,1950,12400
Aland Islands,1970,25800
Togo,1950,11600
Lithuania,1930,12400
World,1730-2010,20900
Oman,1960,11600
Mali,1930,20900
Mongolia,1960,11600
Curaçao,1900,12400
Fiji Islands,1960,6500
World,1730-2010,5400
Mozambique,1950,9300
Botswana,1960,17200
Dominica,1980,9300
World,1730-2010,9300
Saint-Martin (French part),1920,25800
Swaziland,1970,9000
World,1730-2010,9300
Cambodia,1970,11600
Tuvalu,1960,17200
World,1730-2010,9000
Saint Pierre and Miquelon,1960,17200
Pakistan,1920,9000
Congo,1960,17200
Myanmar,1970,11600
World,1730-2010,11600
Philippines,1940,20900
Nicaragua,1970,34400
Georgia,1970,9300
Vatican City State (Holy See),1970,17200
Hungary,1970,22200
Czech Republic,1970,9300
World,1730-2010,17200
Mauritania,1960,12400
Sudan,1970,6500
World,1730-2010,11600
Madagascar,1900,9300
World,1730-2010,22200
Eritrea,1960,11600
Costa Rica,1950,25800
Ecuador,1970,6500
Somalia,1970,22200
Somalia,1970,12400
Serbia,1920,17200
El Salvador,1970,9300
World,1730-2010,12400
Rwanda,1970,17200
Nepal,1940,9300
Solomon Islands,1890,9300
Mexico,1940,5400
Nigeria,1910,5400
Afghanistan,1950,9000
World,1730-2010,24100
Portugal,1940,6500
Equatorial Guinea,1970,20900
Aland Islands,1950,3100
World,1730-2010,9300
World,1730-2010,22200
World,1730-2010,3100
World,1730-2010,12400
World,1730-2010,25800
Chad,1960,20900
World,1730-2010,9300
World,1730-2010,11600
Korea North,1960,42800
Turkmenistan,1970,11600
World,1730-2010,9300
Madagascar,1920,9300
World,1730-2010,34700
World,1730-2010,17200
New Zealand,1930,12400
Vanuatu,1910,9000
Sweden,1930,20900
World,1730-2010,22200
Taiwan,1940,34400
Chad,1940,11600
Brazil,1970,6500
Norway,1930,11600
Samoa,1930,12400
World,1730-2010,9300
Guadeloupe,1930,6500
Honduras,1960,11600
World,1730-2010,12400
United Arab Emirates,1930,9300
Albania,1930,6500
Poland,1930,12400
Mexico,1930,34700
Botswana,1970,9000
Malawi,1910,24100
Dominica,1910,12400
Hungary,1920,39500
World,1730-2010,20900
Nigeria,1920,9000
Qatar,1920,38600
Kenya,1940,5400
World,1730-2010,9300
World,1730-2010,20900
World,1730-2010,22200
Tunisia,1930,11600
Myanmar,1960,9300
China,1960,20900
Eritrea,1890,17200
Turkey,1940,9000
World,1730-2010,9300
Bermuda,1930,17200
Reunion,1970,11600
Swaziland,1970,3100
Bahrain,1960,34400
Mayotte,1950,22200
World,1730-2010,17200
Antigua And Barbuda,1940,22200
Mexico,1960,22200
Norway,1950,39500
American Samoa,1940,9300
Algeria,1950,22200
United Kingdom,1960,11600
World,1730-2010,11600
Myanmar,1970,11600
Aland Islands,1950,22200
World,1730-2010,6500
Angola,1960,22200
World,1730-2010,6500
Colombia,1890,11600
World,1730-2010,17200
East Timor,1890,5400
Turkmenistan,1940,9300
World,1730-2010,17200
World,1730-2010,11600
World,1730-2010,17200
World,1730-2010,20900
World,1730-2010,20900
South Sudan,1970,6500
World,1730-2010,11600
World,1730-2010,22200
World,1730-2010,12400
World,1730-2010,20900
Bhutan,1930,12400
Ghana,1960,9000
India,1940,5400
Paraguay,1910,9300
Brazil,1940,9300
World,1730-2010,34700
World,1730-2010,5400
Man (Isle of),1940,38600
World,1730-2010,6500
Tajikistan,1960,9000
Anguilla,1970,38600
Western Sahara,1970,25800
Liberia,1970,6500
Kuwait,1970,6500
Norway,1950,25800
Aland Islands,1960,9000
World,1730-2010,9300
Greenland,1970,24100
Laos,1940,6500
Virgin Islands (US),1940,9300
Saint-Martin (French part),1960,9000
Trinidad And Tobago,1970,12400
Serbia,1970,25800
Ghana,1950,9300
Israel,1960,11600
