Region,BeginDate,Income ($)
Port Vila; Vanuatu; Melanesia; Oceania,1930,20900
Mogadishu; Somalia; Eastern Africa; Africa,1945,12400
Palikir; Micronesia; Micronesia; Oceania,1945,24100
Ashgabat; Turkmenistan; Central Asia; Asia,1940,6500
Ankara; Turkey; Western Asia; Asia,1953,17200
Caracas; Venezuela; South America; Americas,1993,24100
Kiev; Ukraine; Eastern Europe; Europe,1925,9300
Madrid; Spain; Southern Europe; Europe,1959,12400
Praia; Cape Verde; Western Africa; Africa,1962,11600
Brazzaville; Congo; Middle Africa; Africa,1996,34700
Kabul; Afghanistan; Southern Asia; Asia,1903,39500
Port-au-Prince; Haiti; Caribbean; Americas,1809,20900
Belmopan; Belize; Central America; Americas,1952,9300
Freetown; Sierra Leone; Western Africa; Africa,1958,9000
Ottawa; Canada; Northern America; Americas,1975,9300
Oranjestad; Aruba; Caribbean; Americas,1970,42800
Malabo; Equatorial Guinea; Middle Africa; Africa,1746,9300
"Douglas, Isle of Man; Man (Isle of); Northern Europe; Europe",1987,24100
Rabat; Morocco; Northern Africa; Africa,1857,9300
Willemstad; Curaçao; Caribbean; Americas,1825,9000
Tunis; Tunisia; Northern Africa; Africa,1890,9300
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1884,5400
Lima; Peru; South America; Americas,1843,12400
Kabul; Afghanistan; Southern Asia; Asia,1953,22200
London; United Kingdom; Northern Europe; Europe,1946,9300
Dublin; Ireland; Northern Europe; Europe,1959,6500
Brazzaville; Congo; Middle Africa; Africa,1928,9000
Port Vila; Vanuatu; Melanesia; Oceania,1972,5400
Paris; France; Western Europe; Europe,1953,9000
Astana; Kazakhstan; Central Asia; Asia,1874,17200
Brussels; Belgium; Western Europe; Europe,1961,12400
Castries; Saint Lucia; Caribbean; Americas,1859,12400
Torshavn; Faroe Islands; Northern Europe; Europe,1983,3100
Muscat; Oman; Western Asia; Asia,1956,5400
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1946,3100
Bangui; Central African Republic; Middle Africa; Africa,1798,9300
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1967,17200
Kathmandu; Nepal; Southern Asia; Asia,1958,20900
Brussels; Belgium; Western Europe; Europe,1981,17200
Plymouth; Montserrat; Caribbean; Americas,1917,20900
Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,1968,20900
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1908,6500
Taipei; Taiwan; Eastern Asia; Asia,1782,6500
George Town; Cayman Islands; Caribbean; Americas,2008,9300
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1855,34400
Baghdad; Iraq; Western Asia; Asia,1935,22200
Nicosia; Cyprus; Southern Europe; Europe,1982,43100
Dakar; Senegal; Western Africa; Africa,1970,17200
Oranjestad; Aruba; Caribbean; Americas,1977,6500
Taipei; Taiwan; Eastern Asia; Asia,1965,20900
Accra; Ghana; Western Africa; Africa,1945,6500
Tehran; Iran; Southern Asia; Asia,1943,22200
Guatemala City; Guatemala; Central America; Americas,1938,17200
Oranjestad; Aruba; Caribbean; Americas,1948,22200
Madrid; Spain; Southern Europe; Europe,1848,9300
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1976,24100
Papeete; French Polynesia; Polynesia; Oceania,2009,20900
Kathmandu; Nepal; Southern Asia; Asia,1980,9300
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1983,6500
Riga; Latvia; Northern Europe; Europe,1982,22200
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1915,11600
St Peter Port; Guernsey and Alderney; Northern Europe; Europe,1929,12400
Oranjestad; Aruba; Caribbean; Americas,1916,17200
Maputo; Mozambique; Eastern Africa; Africa,1947,34400
Conakry; Guinea; Western Africa; Africa,1976,9000
Quito; Ecuador; South America; Americas,1959,17200
Bangkok; Thailand; South-Eastern Asia; Asia,1860,24100
Managua; Nicaragua; Central America; Americas,1964,22200
Thimphu; Bhutan; Southern Asia; Asia,1989,25800
Managua; Nicaragua; Central America; Americas,1934,25800
Valletta; Malta; Southern Europe; Europe,1975,11600
Papeete; French Polynesia; Polynesia; Oceania,2006,9300
Dhaka; Bangladesh; Southern Asia; Asia,1977,5400
Bridgetown; Barbados; Caribbean; Americas,1932,17200
Bucharest; Romania; Eastern Europe; Europe,1967,22200
Dhaka; Bangladesh; Southern Asia; Asia,1981,5400
Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,1974,11600
Thimphu; Bhutan; Southern Asia; Asia,1971,12400
Rome; Italy; Southern Europe; Europe,1973,6500
Juba; South Sudan; Middle Africa; Africa,2002,6500
Apia; Samoa; Polynesia; Oceania,1913,9000
Lilongwe; Malawi; Eastern Africa; Africa,1925,42800
St. John's; Antigua And Barbuda; Caribbean; Americas,1978,22200
Abu Dhabi; United Arab Emirates; Western Asia; Asia,1981,6500
Bogota; Colombia; South America; Americas,1891,38600
Saipan; Northern Mariana Islands; Micronesia; Oceania,1975,9300
Bamako; Mali; Western Africa; Africa,2006,34400
Quito; Ecuador; South America; Americas,1982,17200
Khartoum; Sudan; Northern Africa; Africa,1956,17200
Ankara; Turkey; Western Asia; Asia,1975,6500
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1976,3100
Sanaa; Yemen; Western Asia; Asia,1958,3100
Rabat; Morocco; Northern Africa; Africa,1930,9300
St. George's; Grenada; Caribbean; Americas,1944,5400
Valletta; Malta; Southern Europe; Europe,1932,34400
Mamoudzou; Mayotte; Eastern Africa; Africa,1932,9300
"Kralendijk; Bonaire, Sint Eustatius and Saba; Caribbean; Americas",1828,22200
El-Aaiun; Western Sahara; Northern Africa; Africa,1983,34400
Sucre; Bolivia; South America; Americas,1923,9300
Port Louis; Mauritius; Eastern Africa; Africa,1945,11600
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,1949,20900
Taipei; Taiwan; Eastern Asia; Asia,1937,17200
Mamoudzou; Mayotte; Eastern Africa; Africa,1941,22200
Victoria; Seychelles; Eastern Africa; Africa,1956,5400
Ankara; Turkey; Western Asia; Asia,1912,17200
Apia; Samoa; Polynesia; Oceania,1940,9000
Islamabad; Pakistan; Southern Asia; Asia,1998,20900
London; United Kingdom; Northern Europe; Europe,2017,9000
Skopje; Macedonia; Southern Europe; Europe,1928,24100
Havana; Cuba; Caribbean; Americas,2010,12400
Warsaw; Poland; Eastern Europe; Europe,2010,9000
Managua; Nicaragua; Central America; Americas,1974,9300
Cayenne; French Guiana; South America; Americas,1967,9000
Funafuti; Tuvalu; Polynesia; Oceania,1896,12400
Avarua; Cook Islands; Polynesia; Oceania,1972,12400
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1980,22200
Dublin; Ireland; Northern Europe; Europe,1986,11600
Sofia; Bulgaria; Eastern Europe; Europe,1980,9300
Suva; Fiji Islands; Melanesia; Oceania,1933,17200
Papeete; French Polynesia; Polynesia; Oceania,1943,9300
Reykjavik; Iceland; Northern Europe; Europe,1983,20900
Port Louis; Mauritius; Eastern Africa; Africa,1944,11600
Kuwait City; Kuwait; Western Asia; Asia,1950,22200
Lusaka; Zambia; Eastern Africa; Africa,1943,11600
Andorra la Vella; Andorra; Southern Europe; Europe,1920,22200
Jamestown; Saint Helena; Western Africa; Africa,1814,9000
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1948,5400
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,1806,11600
Port Moresby; Papua new Guinea; Melanesia; Oceania,1927,11600
Canberra; Australia; Australia and New Zealand; Oceania,1799,9000
Mexico City; Mexico; Central America; Americas,1983,11600
Nuuk; Greenland; Northern America; Americas,1940,9300
Athens; Greece; Southern Europe; Europe,1914,12400
Cayenne; French Guiana; South America; Americas,1871,9000
Apia; Samoa; Polynesia; Oceania,1947,25800
Thimphu; Bhutan; Southern Asia; Asia,1802,17200
Vaduz; Liechtenstein; Western Europe; Europe,1950,12400
Gustavia; Saint-Barthelemy; Caribbean; Americas,1898,6500
Male; Maldives; Southern Asia; Asia,1979,6500
Adamstown; Pitcairn Island; Polynesia; Oceania,1963,9300
Ljubljana; Slovenia; Southern Europe; Europe,1851,11600
Taipei; Taiwan; Eastern Asia; Asia,1952,9000
Jerusalem; Israel; Western Asia; Asia,1917,9300
Algiers; Algeria; Northern Africa; Africa,1863,11600
Harare; Zimbabwe; Eastern Africa; Africa,1782,3100
Lilongwe; Malawi; Eastern Africa; Africa,1872,22200
Jamestown; Saint Helena; Western Africa; Africa,1931,9300
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1930,9300
Washington; United States; Northern America; Americas,1972,9300
Buenos Aires; Argentina; South America; Americas,1953,6500
Oranjestad; Aruba; Caribbean; Americas,2007,9300
Noumea; New Caledonia; Melanesia; Oceania,1986,9000
St. John's; Antigua And Barbuda; Caribbean; Americas,2007,9300
Pago Pago; American Samoa; Polynesia; Oceania,1898,24100
San Salvador; El Salvador; Central America; Americas,1902,25800
Manama; Bahrain; Western Asia; Asia,1814,20900
Andorra la Vella; Andorra; Southern Europe; Europe,1986,22200
Honiara; Solomon Islands; Melanesia; Oceania,1873,9300
Tokyo; Japan; Eastern Asia; Asia,1955,11600
Chisinau; Moldova; Eastern Europe; Europe,1957,9300
Pago Pago; American Samoa; Polynesia; Oceania,1864,9000
Rome; Italy; Southern Europe; Europe,1871,12400
Thimphu; Bhutan; Southern Asia; Asia,1855,6500
Oranjestad; Aruba; Caribbean; Americas,1940,22200
Mariehamn; Aland Islands; Northern Europe; Europe,1928,5400
Kathmandu; Nepal; Southern Asia; Asia,1941,20900
Montevideo; Uruguay; South America; Americas,1846,9300
Oranjestad; Aruba; Caribbean; Americas,1974,9000
Ouagadougou; Burkina Faso; Western Africa; Africa,1981,9300
Avarua; Cook Islands; Polynesia; Oceania,1945,11600
Maputo; Mozambique; Eastern Africa; Africa,1792,22200
Belgrade; Serbia; Southern Europe; Europe,1891,25800
Belgrade; Serbia; Southern Europe; Europe,1978,25800
Bucharest; Romania; Eastern Europe; Europe,1845,5400
Pristina; Kosovo; Eastern Europe; Europe,1929,9000
Taipei; Taiwan; Eastern Asia; Asia,1991,9000
Banjul; Gambia The; Western Africa; Africa,1979,6500
Plymouth; Montserrat; Caribbean; Americas,1841,17200
Bissau; Guinea-Bissau; Western Africa; Africa,1970,17200
Port-au-Prince; Haiti; Caribbean; Americas,1954,3100
Amsterdam; Netherlands The; Western Europe; Europe,1911,11600
Skopje; Macedonia; Southern Europe; Europe,1968,20900
Jakarta; Indonesia; South-Eastern Asia; Asia,1919,34400
Basseterre; Saint Kitts And Nevis; Caribbean; Americas,1925,3100
Sucre; Bolivia; South America; Americas,1906,9000
Bridgetown; Barbados; Caribbean; Americas,1966,22200
Pretoria; South Africa; Southern Africa; Africa,1928,12400
Manila; Philippines; South-Eastern Asia; Asia,1946,9300
Taipei; Taiwan; Eastern Asia; Asia,1953,9300
Canberra; Australia; Australia and New Zealand; Oceania,1841,20900
St Peter Port; Guernsey and Alderney; Northern Europe; Europe,1874,11600
Baghdad; Iraq; Western Asia; Asia,1889,11600
Buenos Aires; Argentina; South America; Americas,1940,24100
Brussels; Belgium; Western Europe; Europe,1986,5400
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1814,11600
Paris; France; Western Europe; Europe,1874,12400
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1959,42800
Yaren; Nauru; Micronesia; Oceania,1984,20900
Vientiane; Laos; South-Eastern Asia; Asia,1844,12400
San Juan; Puerto Rico; Caribbean; Americas,1986,9300
Santo Domingo; Dominican Republic; Caribbean; Americas,1911,3100
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1915,24100
Papeete; French Polynesia; Polynesia; Oceania,1947,24100
Stockholm; Sweden; Northern Europe; Europe,1792,17200
Moscow; Russia; Eastern Europe; Europe,1925,9300
Jakarta; Indonesia; South-Eastern Asia; Asia,1894,11600
Helsinki; Finland; Northern Europe; Europe,1959,9000
Alofi; Niue; Polynesia; Oceania,1969,3100
Lilongwe; Malawi; Eastern Africa; Africa,1970,12400
Funafuti; Tuvalu; Polynesia; Oceania,1966,9300
Reykjavik; Iceland; Northern Europe; Europe,1972,3100
Oranjestad; Aruba; Caribbean; Americas,1969,6500
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1974,20900
Budapest; Hungary; Eastern Europe; Europe,1959,20900
San Jose; Costa Rica; Central America; Americas,1822,9000
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1882,6500
El-Aaiun; Western Sahara; Northern Africa; Africa,1823,6500
Tripolis; Libya; Northern Africa; Africa,1942,9000
Gustavia; Saint-Barthelemy; Caribbean; Americas,1949,22200
Port-au-Prince; Haiti; Caribbean; Americas,1870,11600
Papeete; French Polynesia; Polynesia; Oceania,1885,6500
Bucharest; Romania; Eastern Europe; Europe,1958,11600
Port Vila; Vanuatu; Melanesia; Oceania,1871,20900
St. John's; Antigua And Barbuda; Caribbean; Americas,1845,6500
Ulan Bator; Mongolia; Eastern Asia; Asia,1917,9300
Malabo; Equatorial Guinea; Middle Africa; Africa,1911,34400
Road Town; Virgin Islands (British); Caribbean; Americas,1772,20900
Belmopan; Belize; Central America; Americas,2007,12400
Adamstown; Pitcairn Island; Polynesia; Oceania,1997,9300
Papeete; French Polynesia; Polynesia; Oceania,2010,9300
Ashgabat; Turkmenistan; Central Asia; Asia,1956,3100
Guatemala City; Guatemala; Central America; Americas,1904,9300
Roseau; Dominica; Caribbean; Americas,1801,11600
Ouagadougou; Burkina Faso; Western Africa; Africa,1994,22200
Malabo; Equatorial Guinea; Middle Africa; Africa,1823,9000
Funafuti; Tuvalu; Polynesia; Oceania,1932,5400
Malabo; Equatorial Guinea; Middle Africa; Africa,1940,5400
Basse-Terre; Guadeloupe; Caribbean; Americas,1942,12400
Caracas; Venezuela; South America; Americas,1968,9000
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1820,9300
Riga; Latvia; Northern Europe; Europe,1885,9000
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,1817,12400
Majuro; Marshall Islands; Micronesia; Oceania,1981,17200
Paris; France; Western Europe; Europe,1892,39500
Abu Dhabi; United Arab Emirates; Western Asia; Asia,1951,17200
Kabul; Afghanistan; Southern Asia; Asia,1888,5400
Basse-Terre; Guadeloupe; Caribbean; Americas,1846,9000
George Town; Cayman Islands; Caribbean; Americas,1877,12400
Noumea; New Caledonia; Melanesia; Oceania,1942,22200
Road Town; Virgin Islands (British); Caribbean; Americas,1965,11600
Chisinau; Moldova; Eastern Europe; Europe,2012,9300
Seoul; Korea South; Eastern Asia; Asia,2004,12400
Amsterdam; Netherlands The; Western Europe; Europe,1798,5400
San Salvador; El Salvador; Central America; Americas,1925,11600
Mariehamn; Aland Islands; Northern Europe; Europe,2003,11600
Ankara; Turkey; Western Asia; Asia,1885,25800
Brasilia; Brazil; South America; Americas,1960,11600
San Marino; San Marino; Southern Europe; Europe,1895,6500
Quito; Ecuador; South America; Americas,1862,5400
Bishkek; Kyrgyzstan; Central Asia; Asia,1952,9000
Havana; Cuba; Caribbean; Americas,1983,5400
Georgetown; Guyana; South America; Americas,1808,9300
Thimphu; Bhutan; Southern Asia; Asia,1953,34400
Kuwait City; Kuwait; Western Asia; Asia,1860,25800
Road Town; Virgin Islands (British); Caribbean; Americas,1879,9000
Mbabane; Swaziland; Southern Africa; Africa,1891,24100
Dushanbe; Tajikistan; Central Asia; Asia,1801,3100
Bogota; Colombia; South America; Americas,1961,12400
Ankara; Turkey; Western Asia; Asia,1782,9300
London; United Kingdom; Northern Europe; Europe,1987,17200
The Valley; Anguilla; Caribbean; Americas,1868,34700
Road Town; Virgin Islands (British); Caribbean; Americas,1952,11600
Ottawa; Canada; Northern America; Americas,1958,24100
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,1935,17200
Mariehamn; Aland Islands; Northern Europe; Europe,1924,34700
Asuncion; Paraguay; South America; Americas,1926,34400
Panama City; Panama; Central America; Americas,1980,17200
Basse-Terre; Guadeloupe; Caribbean; Americas,1827,9000
Saint Helier; Jersey; Northern Europe; Europe,1936,11600
Ljubljana; Slovenia; Southern Europe; Europe,1896,9000
Beirut; Lebanon; Western Asia; Asia,1865,9300
Reykjavik; Iceland; Northern Europe; Europe,1947,17200
Tirana; Albania; Southern Europe; Europe,1939,5400
Freetown; Sierra Leone; Western Africa; Africa,2004,9000
Honiara; Solomon Islands; Melanesia; Oceania,1844,22200
Nuuk; Greenland; Northern America; Americas,1939,5400
Bujumbura; Burundi; Eastern Africa; Africa,1980,9300
Windhoek; Namibia; Southern Africa; Africa,1810,22200
Bissau; Guinea-Bissau; Western Africa; Africa,1844,9300
Stanley; Falkland Islands; South America; Americas,1994,22200
Abuja; Nigeria; Western Africa; Africa,1973,9300
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1982,24100
Road Town; Virgin Islands (British); Caribbean; Americas,1939,9000
Hagatna; Guam; Micronesia; Oceania,1955,9000
Willemstad; Curaçao; Caribbean; Americas,1939,9300
Paramaribo; Suriname; South America; Americas,1840,24100
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1981,9300
Mexico City; Mexico; Central America; Americas,1908,17200
Baku; Azerbaijan; Western Asia; Asia,1949,25800
Rome; Italy; Southern Europe; Europe,1928,6500
Panama City; Panama; Central America; Americas,1815,9300
Jerusalem; Israel; Western Asia; Asia,1964,6500
Havana; Cuba; Caribbean; Americas,1987,25800
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1892,12400
Yaren; Nauru; Micronesia; Oceania,1973,9300
Tokyo; Japan; Eastern Asia; Asia,1843,24100
Accra; Ghana; Western Africa; Africa,1884,9300
Ouagadougou; Burkina Faso; Western Africa; Africa,1949,9300
Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,2003,9000
Melekeok; Palau; Micronesia; Oceania,1993,11600
Oranjestad; Aruba; Caribbean; Americas,1915,9300
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1862,22200
Accra; Ghana; Western Africa; Africa,1816,20900
Sao Tome; Sao Tome and Principe; Middle Africa; Africa,1886,9300
Vaduz; Liechtenstein; Western Europe; Europe,1929,22200
Tashkent; Uzbekistan; Central Asia; Asia,1977,20900
Bujumbura; Burundi; Eastern Africa; Africa,1958,12400
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1893,6500
Athens; Greece; Southern Europe; Europe,1837,42800
Copenhagen; Denmark; Northern Europe; Europe,1911,11600
Madrid; Spain; Southern Europe; Europe,1926,20900
Guatemala City; Guatemala; Central America; Americas,1941,24100
Belgrade; Serbia; Southern Europe; Europe,1950,5400
Riga; Latvia; Northern Europe; Europe,1824,5400
Hanoi; Vietnam; South-Eastern Asia; Asia,1942,20900
Basse-Terre; Guadeloupe; Caribbean; Americas,1831,3100
Hanoi; Vietnam; South-Eastern Asia; Asia,1876,17200
Tbilisi; Georgia; Western Asia; Asia,1951,5400
Ankara; Turkey; Western Asia; Asia,1930,12400
Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,2010,9300
Juba; South Sudan; Middle Africa; Africa,1935,9000
Moroni; Comoros; Eastern Africa; Africa,1976,6500
El-Aaiun; Western Sahara; Northern Africa; Africa,1955,17200
Bamako; Mali; Western Africa; Africa,1979,9000
Kingston; Jamaica; Caribbean; Americas,1971,9000
Mogadishu; Somalia; Eastern Africa; Africa,1846,9300
Guatemala City; Guatemala; Central America; Americas,1907,22200
Colombo; Sri Lanka; Southern Asia; Asia,1897,9300
Abuja; Nigeria; Western Africa; Africa,1903,34400
Lima; Peru; South America; Americas,1889,17200
Panama City; Panama; Central America; Americas,1927,17200
N'Djamena; Chad; Middle Africa; Africa,1938,34700
Plymouth; Montserrat; Caribbean; Americas,1972,24100
Budapest; Hungary; Eastern Europe; Europe,1914,5400
San Salvador; El Salvador; Central America; Americas,1990,17200
Canberra; Australia; Australia and New Zealand; Oceania,1921,22200
Pretoria; South Africa; Southern Africa; Africa,1901,12400
N'Djamena; Chad; Middle Africa; Africa,1923,34400
Nicosia; Cyprus; Southern Europe; Europe,1973,17200
Gustavia; Saint-Barthelemy; Caribbean; Americas,1997,17200
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,2000,12400
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1999,9300
Pristina; Kosovo; Eastern Europe; Europe,1933,34400
Guatemala City; Guatemala; Central America; Americas,1988,9300
Tbilisi; Georgia; Western Asia; Asia,1884,11600
Victoria; Seychelles; Eastern Africa; Africa,1869,17200
Mogadishu; Somalia; Eastern Africa; Africa,1995,9000
St. John's; Antigua And Barbuda; Caribbean; Americas,2003,12400
St. George's; Grenada; Caribbean; Americas,1933,3100
Mogadishu; Somalia; Eastern Africa; Africa,1961,9300
Djibouti; Djibouti; Eastern Africa; Africa,1991,9300
San Salvador; El Salvador; Central America; Americas,1987,9000
Adamstown; Pitcairn Island; Polynesia; Oceania,1975,11600
Jamestown; Saint Helena; Western Africa; Africa,1951,6500
Prague; Czech Republic; Eastern Europe; Europe,1982,9300
Mariehamn; Aland Islands; Northern Europe; Europe,1822,12400
San Juan; Puerto Rico; Caribbean; Americas,1956,11600
Santiago; Chile; South America; Americas,1919,17200
Mariehamn; Aland Islands; Northern Europe; Europe,1922,34400
Mogadishu; Somalia; Eastern Africa; Africa,1943,9000
Saint-Denis; Reunion; Eastern Africa; Africa,1824,20900
Chisinau; Moldova; Eastern Europe; Europe,1984,5400
Conakry; Guinea; Western Africa; Africa,1976,20900
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1937,9000
St Peter Port; Guernsey and Alderney; Northern Europe; Europe,1976,34400
Windhoek; Namibia; Southern Africa; Africa,1819,12400
St. John's; Antigua And Barbuda; Caribbean; Americas,1939,12400
Georgetown; Guyana; South America; Americas,1980,11600
Tokyo; Japan; Eastern Asia; Asia,1935,9300
Freetown; Sierra Leone; Western Africa; Africa,1875,9300
Georgetown; Guyana; South America; Americas,1963,42800
Seoul; Korea South; Eastern Asia; Asia,1990,9300
Marigot; Saint-Martin (French part); Caribbean; Americas,1979,3100
Mbabane; Swaziland; Southern Africa; Africa,1965,17200
Djibouti; Djibouti; Eastern Africa; Africa,1913,9000
George Town; Cayman Islands; Caribbean; Americas,1946,6500
San Juan; Puerto Rico; Caribbean; Americas,1884,17200
Asuncion; Paraguay; South America; Americas,1870,22200
Grytviken; South Georgia; South America; Americas,1957,5400
Banjul; Gambia The; Western Africa; Africa,1981,9000
Ouagadougou; Burkina Faso; Western Africa; Africa,1964,9000
Saint Helier; Jersey; Northern Europe; Europe,1949,24100
Palikir; Micronesia; Micronesia; Oceania,1961,25800
Kathmandu; Nepal; Southern Asia; Asia,1951,34700
Stockholm; Sweden; Northern Europe; Europe,1888,9000
Damascus; Syria; Western Asia; Asia,1825,9300
Budapest; Hungary; Eastern Europe; Europe,1957,38600
Apia; Samoa; Polynesia; Oceania,1961,17200
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1941,11600
Athens; Greece; Southern Europe; Europe,1937,25800
Rabat; Morocco; Northern Africa; Africa,1856,12400
Paris; France; Western Europe; Europe,1974,5400
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1985,9300
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1951,34400
Paris; France; Western Europe; Europe,1872,9300
Skopje; Macedonia; Southern Europe; Europe,1840,9000
Monaco; Monaco; Western Europe; Europe,1958,9300
Ankara; Turkey; Western Asia; Asia,1824,9000
Montevideo; Uruguay; South America; Americas,1971,12400
Dushanbe; Tajikistan; Central Asia; Asia,1874,25800
Noumea; New Caledonia; Melanesia; Oceania,1971,12400
Saint-Denis; Reunion; Eastern Africa; Africa,2004,17200
Bishkek; Kyrgyzstan; Central Asia; Asia,1974,12400
Astana; Kazakhstan; Central Asia; Asia,1943,9300
Plymouth; Montserrat; Caribbean; Americas,1949,9000
Plymouth; Montserrat; Caribbean; Americas,1886,39500
Plymouth; Montserrat; Caribbean; Americas,1815,6500
Nicosia; Cyprus; Southern Europe; Europe,1793,5400
Seoul; Korea South; Eastern Asia; Asia,1858,22200
Kabul; Afghanistan; Southern Asia; Asia,1878,9300
London; United Kingdom; Northern Europe; Europe,2012,20900
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1981,6500
Amman; Jordan; Western Asia; Asia,2007,34700
New Delhi; India; Southern Asia; Asia,1973,9300
Port Moresby; Papua new Guinea; Melanesia; Oceania,1968,3100
Kabul; Afghanistan; Southern Asia; Asia,1862,9000
Seoul; Korea South; Eastern Asia; Asia,1995,9300
Noumea; New Caledonia; Melanesia; Oceania,1889,9000
Port Vila; Vanuatu; Melanesia; Oceania,1903,25800
Hagatna; Guam; Micronesia; Oceania,1880,17200
Yaounde; Cameroon; Middle Africa; Africa,1875,9000
Port Louis; Mauritius; Eastern Africa; Africa,1968,22200
Amman; Jordan; Western Asia; Asia,1965,24100
Astana; Kazakhstan; Central Asia; Asia,1870,6500
Ottawa; Canada; Northern America; Americas,1876,9000
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1872,11600
Nouakchott; Mauritania; Western Africa; Africa,1974,20900
Ljubljana; Slovenia; Southern Europe; Europe,1976,25800
Ottawa; Canada; Northern America; Americas,2016,12400
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1910,6500
Panama City; Panama; Central America; Americas,1927,12400
Dushanbe; Tajikistan; Central Asia; Asia,1994,20900
Bridgetown; Barbados; Caribbean; Americas,1922,17200
Caracas; Venezuela; South America; Americas,1811,17200
San Juan; Puerto Rico; Caribbean; Americas,1955,5400
Prague; Czech Republic; Eastern Europe; Europe,1947,17200
Bangui; Central African Republic; Middle Africa; Africa,1819,6500
Banjul; Gambia The; Western Africa; Africa,1842,20900
Tegucigalpa; Honduras; Central America; Americas,1922,9000
Kuwait City; Kuwait; Western Asia; Asia,1882,11600
Tbilisi; Georgia; Western Asia; Asia,1990,12400
Adamstown; Pitcairn Island; Polynesia; Oceania,1979,22200
Ulan Bator; Mongolia; Eastern Asia; Asia,1932,11600
Sofia; Bulgaria; Eastern Europe; Europe,1945,17200
Palikir; Micronesia; Micronesia; Oceania,1939,9300
Belmopan; Belize; Central America; Americas,1884,9000
Gustavia; Saint-Barthelemy; Caribbean; Americas,1915,20900
Oslo; Norway; Northern Europe; Europe,1908,43100
Saint Helier; Jersey; Northern Europe; Europe,1906,22200
Nuuk; Greenland; Northern America; Americas,1906,20900
Gustavia; Saint-Barthelemy; Caribbean; Americas,1953,9000
Mogadishu; Somalia; Eastern Africa; Africa,1900,9300
Lilongwe; Malawi; Eastern Africa; Africa,1950,9300
Tirana; Albania; Southern Europe; Europe,1969,11600
Bridgetown; Barbados; Caribbean; Americas,1869,6500
Saint-Denis; Reunion; Eastern Africa; Africa,1930,12400
Bangui; Central African Republic; Middle Africa; Africa,1975,9300
Santo Domingo; Dominican Republic; Caribbean; Americas,1966,9000
Praia; Cape Verde; Western Africa; Africa,1983,9300
Lilongwe; Malawi; Eastern Africa; Africa,1946,9300
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1964,34400
Port-au-Prince; Haiti; Caribbean; Americas,1897,11600
Chisinau; Moldova; Eastern Europe; Europe,1873,22200
Road Town; Virgin Islands (British); Caribbean; Americas,1966,17200
Windhoek; Namibia; Southern Africa; Africa,1963,34400
San Jose; Costa Rica; Central America; Americas,1977,12400
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1976,20900
Andorra la Vella; Andorra; Southern Europe; Europe,1799,9300
Mariehamn; Aland Islands; Northern Europe; Europe,1859,12400
Havana; Cuba; Caribbean; Americas,1940,5400
Kathmandu; Nepal; Southern Asia; Asia,1963,6500
